Display,Location
"500 North 21st Street, Central San Jose, San Jose",[-121.88055433   37.35467073]
"400 Cedar Street, Vallejo",[-122.22327226   38.09483922]
"0 Positive Place, Vallejo",[-122.24260331   38.14909431]
"2800 Miller Court, Fairfield",[-122.06600684   38.26701532]
"2000 Plum Tree Way, Fairfield",[-122.04108008   38.26674331]
"2200 Emerson Place, Fairfield",[-122.008484     38.26987155]
"6100 Center Mall Way, Center Mall Estates, Sacramento",[-121.42777982   38.48508424]
"800 Pine Lane, San Rafael",[-122.56400164   38.01779179]
"2400 Canal Drive, Atwater",[-120.6224137    37.36044767]
"7100 Bonita Way, Citrus Heights",[-121.28006658   38.69451375]
"1000 Clearview Drive, Hollister",[-121.38040363   36.84397267]
"500 West Sargent Road, Lodi",[-121.31576782   38.13324055]
"1800 Hillside Boulevard, Colma",[-122.44994392   37.67626839]
"200 Nelson Avenue, Edgemar - Pacific Manor, Pacifica",[-122.48865108   37.65298412]
"Baquiano Trail, Pacifica",[-122.4671808    37.59243498]
"1000 Mangrove Avenue, Chico",[-121.84154278   39.742623  ]
"1000 Bruce Lane, Chico",[-121.82063914   39.70419011]
"West Evans Reimer Road, Gridley",[-121.81185651   39.34100663]
"Fallman Road, Brentwood",[-121.5916696    37.93368541]
"5400 Imhoff Drive, Martinez",[-122.08267133   38.00100467]
"2700 Contra Costa Canal Trail, Walnut Creek",[-122.05420068   37.92632203]
"4400 Bell Avenue, Eastshore, Richmond",[-122.32288432   37.91678416]
"300 La Crosse Drive, Milpitas",[-121.87120856   37.43372067]
"4000 Moreland Way, West San Jose, San Jose",[-121.96703512   37.29742576]
"100 Dubois Street, Santa Cruz",[-122.04261177   36.98787166]
"800 Georgia Street, Vallejo",[-122.24886      38.10071729]
"1200 Paru Street, West Alameda, Alameda",[-122.258886     37.77057633]
"200 Locust Avenue, San Rafael",[-122.50764515   37.98192204]
"5100 61st Street, Southeastern Sacramento, Sacramento",[-121.43660236   38.52944657]
"6600 Golf View Drive, Southwestern Sacramento, Sacramento",[-121.49469139   38.50707256]
"1500 Hood Road, Sacramento",[-121.413308     38.59374635]
"600 Bell Avenue, North Sacramento, Sacramento",[-121.46015821   38.64971771]
"2200 Club Center Drive, North Sacramento, Sacramento",[-121.52021248   38.67386408]
"2900 Peacekeeper Way, McClellan Park",[-121.39738229   38.66545002]
"8700 Sunset Avenue, Fair Oaks",[-121.23652307   38.64985773]
"Seaborg Road, Berkeley",[-122.25609005   37.87306391]
"19100 McKinley Avenue, Manteca",[-121.27779616   37.78431258]
"600 Vanessa Drive, Central San Mateo, San Mateo",[-122.30933844   37.55824131]
"1300 Franklin Street, Western Addition, San Francisco",[-122.42331733   37.78745275]
"32400 Joyce Way, Union City",[-122.07519567   37.57827483]
"1700 Los Gatos Almaden Road, Cambrian, San Jose",[-121.91496065   37.24326618]
"1000 Queen Anne Drive, West San Jose, San Jose",[-122.00996673   37.30183513]
"1000 Manet Drive, Sunnyvale",[-122.02299648   37.35561813]
"3000 Pecan Drive, Fairfield",[-122.01424159   38.28460576]
"0 Abbey Court, Napa",[-122.32844352   38.31156902]
"8100 San Remo Way, Valley Hi / North Laguna, Sacramento",[-121.44029971   38.46421664]
"21800 California 1, Fort Bragg",[-123.80016814   39.44736369]
"New Corona Heights Trail, The Castro, San Francisco",[-122.44063088   37.76478429]
"3400 Bouquet Court, Por Villages Of Zinfandel, Gold River",[-121.27408503   38.57529153]
"900 Divisadero Street, Western Addition, San Francisco",[-122.4387057   37.778322 ]
"1000 El Centro Avenue, Glenview, Oakland",[-122.22882558   37.80843687]
"2600 Alvarado Street, Floresta Gardens - Bradrick, San Leandro",[-122.1420217    37.69734705]
"35800 Dering Place, Centerville, Fremont",[-122.01825253   37.57030205]
"6900 27th Street, Southeastern Sacramento, Sacramento",[-121.4792245   38.5075435]
"500 Russell Drive, Riata, Folsom",[-121.10623145   38.67221941]
"2900 Kachina Way, Cordova Rancho Estates, Rancho Cordova",[-121.2999248    38.58758313]
"1200 Green Street, Russian Hill, San Francisco",[-122.42074409   37.79836091]
"43000 Mosquito Ridge Road, Foresthill",[-120.66004007   39.06540079]
"300 Meadowhaven Way, Milpitas",[-121.90507256   37.43876933]
"3400 Mauricia Avenue, Santa Clara",[-121.98621583   37.32715956]
"1000 56th Street, Gaskill, Oakland",[-122.28038936   37.83905791]
"3100 West Street, Hoover - Foster, Oakland",[-122.27353641   37.82064888]
"900 Webster Street, Downtown Oakland, Oakland",[-122.27093733   37.80009044]
"1600 16th Avenue, Rancho San Antonio, Oakland",[-122.24104264   37.79130536]
"2000 Rosedale Avenue, Jefferson, Oakland",[-122.21124781   37.78073063]
"1000 85th Avenue, Highland, Oakland",[-122.18349131   37.75106088]
"1000 Shattuck Avenue, Berkeley Hills, Berkeley",[-122.27180407   37.88840387]
"2000 Bancroft Way, Downtown Berkeley, Berkeley",[-122.26893464   37.86807691]
"1600 Fairview Street, South Berkeley, Berkeley",[-122.27527327   37.85003853]
"20100 Marshall Street, Castro Valley",[-122.06336262   37.69960217]
"100 Pelton Center Way, Old San Leandro, San Leandro",[-122.15524995   37.72340636]
"16300 Helo Drive, San Leandro",[-122.11410331   37.69887154]
"700 Via Aires, San Lorenzo",[-122.126273     37.67105647]
"1800 Southgate Street, Southgate, Hayward",[-122.09381175   37.63584558]
"32100 Lupe Court, Union City",[-122.07597647   37.58783635]
"1000 Amethyst Terrace, Union City",[-122.01288177   37.589721  ]
"4300 Alder Avenue, Centerville, Fremont",[-122.0231505   37.557816 ]
"40700 Chiltern Drive, Kimber - Gomes, Fremont",[-121.95088364   37.54578491]
"400 Orange Street, Chico",[-121.5082247    39.39726042]
"1500 Lacassie Avenue, Walnut Creek",[-122.06347437   37.90563911]
"1500 Nickerson Lane, Murphys",[-120.47146064   38.13430092]
"0 Tara Road, Northwood - Tara, Orinda",[-122.16748672   37.87980607]
"100 Eagle Court, Birds, Hercules",[-122.26400773   38.00010708]
"200 El Portal Drive, San Pablo",[-122.33398312   37.96656392]
"2800 Roosevelt Avenue, North & East, Richmond",[-122.34157718   37.93933364]
"700 Elm Street, El Cerrito",[-122.30237833   37.90972958]
"3400 Brittany Way, El Dorado Hills",[-121.09416322   38.6988055 ]
"Forest Route 7N09, Calaveras County, California, United States",[-120.24213995   38.3862173 ]
"State Highway 20, Williams",[-122.3565612    39.10059648]
"900 Outrigger Circle, Brentwood",[-121.71142982   37.94047247]
"2100 Saint Michaels Court, Sterling Pinnacle, Brentwood",[-121.73370738   37.95273781]
"2300 Dover Way, Pittsburg",[-121.90005638   38.01325408]
"0 Oak Gate Place, Pleasant Hill",[-122.05607252   37.93862156]
"4000 Little Lane, Concord",[-122.00194633   37.963411  ]
"2600 Ogulin Canyon Road, Clearlake",[-122.4930503    38.97167753]
"Forest Route 18N17, Potter Valley",[-122.89034376   39.21430112]
"19500 Bartlett Springs Road, Stonyford",[-122.57751969   39.08275563]
"Harrington Flat Road, Cobb",[-122.75422104   38.85745338]
"21900 Saint Helena Creek Road, Middletown",[-122.62029444   38.78626435]
"4200 Shelter Creek Lane, San Bruno",[-122.428483     37.61964137]
"2300 Edgewater Drive, Napa",[-122.2810778    38.31704405]
"600 Lawton Avenue, Kaseberg - Kingswood, Roseville",[-121.30032127   38.75674227]
"Unnamed Road, Madera",[-120.37875026   36.89125465]
"600 Throckmorton Avenue, Mill Valley",[-122.55981695   37.90951144]
"11900 Burris Lane, Potter Valley",[-123.11456923   39.39127041]
"1300 West Sandy Mush Road, Merced",[-120.63946698   37.17396098]
"Gastenbide Road, Los Banos",[-121.04457961   37.02955011]
"700 California Street, Salinas",[-121.65055817   36.66506583]
"17000 Meadow Way, Grass Valley",[-120.87921938   39.24069074]
"1000 2nd Street, Central Sacramento, Sacramento",[-121.50217163   38.58248438]
"2700 Marty Way, Southwestern Sacramento, Sacramento",[-121.49390162   38.55664919]
"1400 Potrero Way, Southwestern Sacramento, Sacramento",[-121.50465324   38.52831718]
"5000 McGlashan Street, Southeastern Sacramento, Sacramento",[-121.45146594   38.53027765]
"6500 46th Street, Sacramento",[-121.44652778   38.50602761]
"8600 Beauxart Circle, Florin Mobile Estates, Sacramento",[-121.38562411   38.48967811]
"3100 Northrop Avenue, Sacramento",[-121.39422693   38.58027471]
"2000 Adonis Way, Arden Oaks Vista, Sacramento",[-121.35515008   38.60152058]
"200 South Avenue, North Sacramento, Sacramento",[-121.45739784   38.63372747]
"700 M Street, Rio Linda",[-121.44795614   38.68796264]
"5000 Waterbury Way, San Juan Heights, Fair Oaks",[-121.30063553   38.657124  ]
"7400 Summer Avenue, Citrus Heights",[-121.29769936   38.71052055]
"6400 Silkwood Way, Twin Creeks, Citrus Heights",[-121.31590569   38.69524188]
"8700 Baton Avenue, Orangevale Manor, Orangevale",[-121.23687355   38.671729  ]
"7700 Tea Berry Way, Marialaina Downs, Sacramento",[-121.38387938   38.47896013]
"Appaloosa Way, Sacramento",[-121.34900442   38.45937092]
"300 West Elm Avenue, Galt",[-121.31805567   38.26143911]
"5400 Nectar Circle, Elk Grove",[-121.44148747   38.38729405]
"600 East Magnolia Street, Civic Center, Stockton",[-121.29196079   37.963945  ]
"400 East Hampton Street, Pacific, Stockton",[-121.29359019   37.97514588]
"800 Flower Street, Stockton",[-121.22036665   37.96254765]
"3700 Wood Duck Circle, Lakeview, Stockton",[-121.34097291   37.99559909]
"700 Sutherland Drive, Valley Oak, Stockton",[-121.30346953   38.03635827]
"600 Lexington Way, Oak Grove Manor, Burlingame",[-122.343335     37.58499985]
"100 36th Avenue, South San Mateo, San Mateo",[-122.2991147   37.532927 ]
"400 Seventh Avenue, Fair Oaks, Menlo Park",[-122.1952371   37.474809 ]
"800 Live Oak Avenue, Downtown Menlo Park, Menlo Park",[-122.18218993   37.4481576 ]
"200 Beach Street, North Beach, San Francisco",[-122.41107257   37.80652864]
"1400 Grant Avenue, North Beach, San Francisco",[-122.40711864   37.79962257]
"200 Walnut Street, Presidio Heights, San Francisco",[-122.45180721   37.7887015 ]
"0 Rossi Avenue, Richmond District, San Francisco",[-122.45648967   37.77849244]
"800 Franklin Street, Fillmore District, San Francisco",[-122.42257944   37.78309644]
"500 Webster Street, Western Addition, San Francisco",[-122.42973656   37.77602133]
"22700 North 99 Frontage Road, Acampo",[-121.29625044   38.19361181]
"15500 5th Street, Lathrop",[-121.28142309   37.820073  ]
"2900 Buthmann Avenue, Tracy",[-121.44044688   37.75772894]
"200 San Fernando Way, St. Francis, Daly City",[-122.47880765   37.68215987]
"2200 Kenry Way, Westborough, South San Francisco",[-122.45172271   37.63956571]
"2500 Carmel Drive, San Bruno",[-122.44968064   37.6337825 ]
"1100 Magnolia Avenue, Central San Jose, San Jose",[-121.91484854   37.33232608]
"200 North 5th Street, Central San Jose, San Jose",[-121.88936725   37.34177433]
"1300 Glen Eyrie Avenue, Central San Jose, San Jose",[-121.90987053   37.30902407]
"4900 Jarvis Avenue, South San Jose, San Jose",[-121.88662717   37.25666139]
"1300 Santee Drive, South San Jose, San Jose",[-121.84946608   37.33348242]
"2600 Pacer Lane, South San Jose, San Jose",[-121.84980894   37.29969944]
"2100 Naida Avenue, Alum Rock, San Jose",[-121.83131167   37.33997433]
"1900 Margaret Street, Alum Rock, San Jose",[-121.84498936   37.34997364]
"0 Alexander Avenue, East San Jose, San Jose",[-121.8413663   37.3653341]
"3000 Balmoral Drive, North San Jose, San Jose",[-121.85959795   37.40936847]
"200 2nd Street, Sunnyvale",[-122.0044438    37.40196035]
"500 Aldo Avenue, Santa Clara",[-121.94835116   37.38460411]
"1100 White Drive, Santa Clara",[-121.97416618   37.3464    ]
"18800 Devon Avenue, Quito Village, Saratoga",[-122.00003109   37.28218553]
"700 Cathedral Drive, Sunnyvale West, Sunnyvale",[-122.04523621   37.34386857]
"300 Pescadero Terrace, Sunnyvale West, Sunnyvale",[-122.04082427   37.375711  ]
"1200 Coronado Drive, Sunnyvale West, Sunnyvale",[-122.0570026   37.3790469]
"100 Nancy Court, Old Mountain View, Mountain View",[-122.07427679   37.38613929]
"300 Tioga Court, Greenmeadow, Palo Alto",[-122.11107838   37.41487992]
"1200 Redmond Avenue, South San Jose, San Jose",[-121.87719109   37.23022382]
"5400 Eagles Lane, South San Jose, San Jose",[-121.82362808   37.2551345 ]
"7100 Vía Romera, South San Jose, San Jose",[-121.77183169   37.22992144]
"800 Calero Avenue, South San Jose, San Jose",[-121.85483965   37.24310394]
"17300 Lotus Way, Morgan Hill",[-121.64368437   37.13480375]
"8400 Diane Court, Gilroy",[-121.58386991   37.02567987]
"700 Eschenburg Drive, Gilroy",[-121.57795563   37.0055035 ]
"West Lake Drive, Vallejo",[-122.20850383   38.11403606]
"400 Wallace Avenue, Vallejo",[-122.23692114   38.09627371]
"700 East Atlantic Avenue, Fairfield",[-122.01496356   38.27725078]
"1100 Clay Street, Fairfield",[-122.04226145   38.25404091]
"600 East Whitmore Avenue, Modesto",[-120.98523835   37.59970215]
"1900 Walnut Avenue, Ceres",[-120.9593545   37.5861072]
"Evergreen Road, Groveland",[-119.74503753   37.90746875]
"Ridge Ranch Road, Geyserville",[-122.80986717   38.70789336]
"2700 Topeka Street, Riverbank",[-120.95064336   37.73809636]
"4000 Corte Bella, Modesto",[-121.03882541   37.69944918]
"1000 Tokay Avenue, Modesto",[-120.98420364   37.67177043]
"Virginia Corridor Trail, Modesto",[-121.00414895   37.65752979]
"7700 Orestimba Road, Newman",[-121.28620879   37.30944101]
"3000 Paseo Entrada Road, Turlock",[-120.86941044   37.53321387]
"600 Brown Avenue, Yuba City",[-121.62739554   39.13391792]
"2300 Lassen Place, Aspen, Davis",[-121.78007557   38.55716443]
"800 B Street, Central Davis, Davis",[-121.74542265   38.54954835]
"1300 East Beamer Street, Woodland",[-121.76510964   38.68398118]
"9700 West 31 Trail, Lucerne",[-122.72738007   39.17474811]
"14500 Pearl Avenue, Clearlake",[-122.63894992   38.95734264]
"300 Hanover Avenue, Cleveland Heights, Oakland",[-122.2518135    37.80168667]
"2500 10th Avenue, Bella Vista, Oakland",[-122.23789378   37.80058011]
"1600 29th Avenue, Fruitvale, Oakland",[-122.22655014   37.78230329]
"2000 36th Avenue, Harrington, Oakland",[-122.21525342   37.78295325]
"5200 Fleming Avenue, Maxwell Park, Oakland",[-122.19294747   37.77752167]
"200 Ghormley Avenue, Brookfield Village, Oakland",[-122.18415908   37.73397938]
"1000 Sterling Avenue, Berkeley Hills, Berkeley",[-122.25892693   37.89140271]
"1600 Eighth Street, Northwest Berkeley, Berkeley",[-122.29682825   37.8741885 ]
"3000 Colby Street, Elmwood, Berkeley",[-122.25767973   37.85411673]
"1800 Yale Drive, Alameda",[-122.23115847   37.76359647]
"800 Walnut Street, Alameda",[-122.25124787   37.7605876 ]
"3600 Parsons Court, Castro Valley",[-122.08436147   37.706221  ]
"22000 Cameron Street, Castro Valley",[-122.067788     37.68683352]
"20100 Western Boulevard, Hayward",[-122.10699568   37.68244226]
"24600 Dale Street, Jackson Triangle, Hayward",[-122.07962085   37.65784423]
"24500 Surrey Way, Santa Clara, Hayward",[-122.095064    37.6539735]
"26200 Gamboa Street, Harder - Tennyson, Hayward",[-122.07932336   37.64370855]
"200 Goodrich Street, Whitman - Wocine, Hayward",[-122.06997589   37.64400967]
"700 11th Street, Oakland",[-122.28008856   37.80425211]
"700 19th Street, West Oakland, Oakland",[-122.27649177   37.81069408]
"1600 Webster Street, Downtown, Oakland",[-122.2666418   37.8069588]
"200 Park View Terrace, Adams Point, Oakland",[-122.25913158   37.81139067]
"500 El Dorado Avenue, Grand Lake, Oakland",[-122.25321853   37.82297073]
"3900 Fruitvale Avenue, Dimond, Oakland",[-122.21273287   37.8056218 ]
"3100 San Joaquin Way, Union City",[-122.06685925   37.59372325]
"2300 Mann Avenue, Union City",[-122.0178575    37.58084663]
"0 Placer Court, Bay Point",[-121.94664419   38.02395819]
"100 Elder Drive, Pacheco",[-122.07192556   37.98104103]
"2200 Floyd Lane, Concord",[-122.0344421    37.99298845]
"1700 Thornwood Drive, Concord",[-121.98683967   37.96949267]
"1300 Rae Anne Drive, Monument Corridor, Concord",[-122.04450894   37.95610822]
"1300 South Main Street, Walnut Creek",[-122.05809989   37.89058678]
"2900 Biddleford Drive, San Ramon",[-121.9496904    37.74673575]
"19200 San Ramon Valley Boulevard, San Ramon",[-121.97724252   37.74514858]
"3300 Beechwood Drive, Stanley, Lafayette",[-122.10351421   37.88947462]
"800 Sunnyview Drive, Pinole",[-122.30915603   38.00271631]
"Unnamed Road, Pioneer",[-120.33681908   38.52090251]
"800 Marin Road, El Sobrante",[-122.3095229    37.97533462]
"2300 Santa Clara Street, Richmond Annex, Richmond",[-122.31004436   37.90717714]
"100 Guerrero Street, Mission Dolores, San Francisco",[-122.42468157   37.768213  ]
"Skyway, Magalia",[-121.53569412   39.94407903]
"2700 Bald Rock Road, Berry Creek",[-121.42992393   39.6840885 ]
"1200 Pomona Avenue, Oroville",[-121.56108508   39.50827088]
"1400 Lively Road, Gridley",[-121.71822327   39.38092681]
"Silver Mountain Road, Wilseyville",[-120.43457271   38.36807097]
"Unnamed Road, Williams",[-122.42502879   39.27171271]
"4700 Shetland Court, Antioch",[-121.75164956   37.97344272]
"2400 Wilbur Avenue, Antioch",[-121.77508137   38.01118629]
"0 12th East Street, Pittsburg",[-121.89523918   38.02699782]
"5500 Getta Way, Pilot Hill",[-121.02431647   38.83729567]
"Pack Saddle Pass Road, Kyburz",[-120.29534947   38.72578072]
"1400 Jackson Street, Nob Hill, San Francisco",[-122.42002973   37.79475145]
"600 Grant Avenue, Chinatown, San Francisco",[-122.40619483   37.79350433]
"200 Myrtle Street, Tenderloin, San Francisco",[-122.41987514   37.78546657]
"200 Jones Street, Tenderloin, San Francisco",[-122.41284938   37.784141  ]
"1400 Chestnut Street, Marina District, San Francisco",[-122.42765071   37.802183  ]
"500 Clayton Street, Haight-Ashbury, San Francisco",[-122.44759591   37.77045845]
"800 Ashbury Street, Ashbury Heights, San Francisco",[-122.44604071   37.76520676]
"3800 19th Street, Dolores Heights, San Francisco",[-122.431283     37.75964621]
"1000 Diamond Street, Noe Valley, San Francisco",[-122.43986593   37.74840771]
"700 Rhode Island Street, Potrero Hill, San Francisco",[-122.4024515    37.76144617]
"2900 22nd Street, Mission District, San Francisco",[-122.4122873   37.7558248]
